From,To,Length(m),Azimuth(deg),Clino(deg)
0@5.wind_cave.clearwater_master,1@5.wind_cave.clearwater_master,31.65,10.92,47.79
2@5.wind_cave.clearwater_master,1@5.wind_cave.clearwater_master,20.48,254.24,-27.06
14@clay_hall_2_streamway.clearwater_master,15@clay_hall_2_streamway.clearwater_master,9.09,287.44,-25.16
15@clay_hall_2_streamway.clearwater_master,14@clay_hall_2_streamway.clearwater_master,9.11,109.27,25.72
15@clay_hall_2_streamway.clearwater_master,-,16.63,339.54,-4.76
15@clay_hall_2_streamway.clearwater_master,-,5.75,0.18,75.93
15@clay_hall_2_streamway.clearwater_master,16@clay_hall_2_streamway.clearwater_master,16.12,265.77,-25.27
16@clay_hall_2_streamway.clearwater_master,-,7.73,315.38,-4.67
16@clay_hall_2_streamway.clearwater_master,-,17.82,172.26,21.40
16@clay_hall_2_streamway.clearwater_master,-,7.50,246.59,74.01
16@clay_hall_2_streamway.clearwater_master,-,2.28,251.67,-64.87
16@clay_hall_2_streamway.clearwater_master,17@clay_hall_2_streamway.clearwater_master,5.38,227.77,-22.70
17@clay_hall_2_streamway.clearwater_master,-,17.01,150.42,33.54
17@clay_hall_2_streamway.clearwater_master,-,4.13,148.09,13.19
17@clay_hall_2_streamway.clearwater_master,-,9.72,337.53,5.17
17@clay_hall_2_streamway.clearwater_master,-,9.57,136.84,81.61
17@clay_hall_2_streamway.clearwater_master,-,1.09,212.43,-82.06
17@clay_hall_2_streamway.clearwater_master,-,17.05,198.45,39.89
17@clay_hall_2_streamway.clearwater_master,18@clay_hall_2_streamway.clearwater_master,9.21,219.30,-27.93
18@clay_hall_2_streamway.clearwater_master,19@clay_hall_2_streamway.clearwater_master,6.48,251.06,-45.96
18@clay_hall_2_streamway.clearwater_master,-,2.38,167.16,-0.95
18@clay_hall_2_streamway.clearwater_master,-,7.94,159.86,-8.44
18@clay_hall_2_streamway.clearwater_master,-,4.20,334.85,-10.45
18@clay_hall_2_streamway.clearwater_master,-,1.89,329.68,-87.00
19@clay_hall_2_streamway.clearwater_master,-,3.02,143.84,-22.06
19@clay_hall_2_streamway.clearwater_master,-,0.84,297.71,8.59
19@clay_hall_2_streamway.clearwater_master,-,1.01,275.54,83.96
19@clay_hall_2_streamway.clearwater_master,-,1.11,263.68,-86.00
19@clay_hall_2_streamway.clearwater_master,20@clay_hall_2_streamway.clearwater_master,5.09,156.32,-41.69
19@clay_hall_2_streamway.clearwater_master,-,5.88,224.47,-23.63
20@clay_hall_2_streamway.clearwater_master,-,2.41,72.24,1.17
20@clay_hall_2_streamway.clearwater_master,-,1.82,285.05,2.63
20@clay_hall_2_streamway.clearwater_master,-,0.71,295.82,86.04
20@clay_hall_2_streamway.clearwater_master,-,0.88,135.39,-86.63
20@clay_hall_2_streamway.clearwater_master,21@clay_hall_2_streamway.clearwater_master,7.65,258.04,-26.19
21@clay_hall_2_streamway.clearwater_master,-,5.50,160.68,-16.10
21@clay_hall_2_streamway.clearwater_master,-,9.95,165.78,-21.93
21@clay_hall_2_streamway.clearwater_master,-,3.47,8.94,13.69
21@clay_hall_2_streamway.clearwater_master,-,13.19,328.66,10.62
21@clay_hall_2_streamway.clearwater_master,-,1.67,132.75,81.46
21@clay_hall_2_streamway.clearwater_master,-,2.01,292.57,-86.34
21@clay_hall_2_streamway.clearwater_master,-,8.26,186.53,-14.35
21@clay_hall_2_streamway.clearwater_master,22@clay_hall_2_streamway.clearwater_master,11.41,254.49,-1.47
22@clay_hall_2_streamway.clearwater_master,-,4.38,169.79,-39.16
22@clay_hall_2_streamway.clearwater_master,-,3.51,348.83,-1.46
22@clay_hall_2_streamway.clearwater_master,-,14.30,342.22,-0.43
22@clay_hall_2_streamway.clearwater_master,-,1.14,121.90,84.82
22@clay_hall_2_streamway.clearwater_master,-,1.73,156.57,-89.16
22@clay_hall_2_streamway.clearwater_master,23@clay_hall_2_streamway.clearwater_master,7.75,257.65,-25.17
23@clay_hall_2_streamway.clearwater_master,-,1.50,176.37,22.68
23@clay_hall_2_streamway.clearwater_master,-,3.22,175.22,-5.51
23@clay_hall_2_streamway.clearwater_master,-,2.57,222.56,-31.89
23@clay_hall_2_streamway.clearwater_master,-,4.61,10.45,-15.64
23@clay_hall_2_streamway.clearwater_master,-,21.19,343.22,-3.18
23@clay_hall_2_streamway.clearwater_master,-,8.29,338.62,63.41
23@clay_hall_2_streamway.clearwater_master,-,3.36,299.91,-84.91
23@clay_hall_2_streamway.clearwater_master,24@clay_hall_2_streamway.clearwater_master,2.56,225.32,-31.99
24@clay_hall_2_streamway.clearwater_master,-,2.64,186.02,10.54
24@clay_hall_2_streamway.clearwater_master,-,21.28,359.85,3.70
24@clay_hall_2_streamway.clearwater_master,-,1.99,145.03,89.56
24@clay_hall_2_streamway.clearwater_master,-,1.97,242.80,-81.19
24@clay_hall_2_streamway.clearwater_master,-,7.65,232.99,-16.61
24@clay_hall_2_streamway.clearwater_master,-,3.07,296.24,-44.48
24@clay_hall_2_streamway.clearwater_master,-,16.92,265.36,-14.43
24@clay_hall_2_streamway.clearwater_master,-,14.96,288.44,-16.25
24@clay_hall_2_streamway.clearwater_master,-,13.22,317.54,-18.26
24@clay_hall_2_streamway.clearwater_master,-,17.74,338.10,-12.91
24@clay_hall_2_streamway.clearwater_master,-,20.65,267.52,1.08
24@clay_hall_2_streamway.clearwater_master,-,18.45,300.43,1.14
24@clay_hall_2_streamway.clearwater_master,-,20.07,335.02,0.99
24@clay_hall_2_streamway.clearwater_master,-,8.17,333.37,-30.55
24@clay_hall_2_streamway.clearwater_master,25@clay_hall_2_streamway.clearwater_master,8.72,337.32,-28.39
0@eureka_matt.clearwater_master,1@eureka_matt.clearwater_master,5.64,169.86,20.42
1@eureka_matt.clearwater_master,2@eureka_matt.clearwater_master,7.41,212.70,1.51
2@eureka_matt.clearwater_master,3@eureka_matt.clearwater_master,6.21,196.41,-9.30
3@eureka_matt.clearwater_master,4@eureka_matt.clearwater_master,9.74,123.35,26.72
4@eureka_matt.clearwater_master,5@eureka_matt.clearwater_master,12.85,46.77,20.97
5@eureka_matt.clearwater_master,6@eureka_matt.clearwater_master,4.38,30.19,52.23
6@eureka_matt.clearwater_master,7@eureka_matt.clearwater_master,10.02,93.91,33.34
7@eureka_matt.clearwater_master,8@eureka_matt.clearwater_master,4.85,165.05,12.67
8@eureka_matt.clearwater_master,9@eureka_matt.clearwater_master,6.76,141.80,-31.44
9@eureka_matt.clearwater_master,10@eureka_matt.clearwater_master,14.21,89.67,-9.85
10@eureka_matt.clearwater_master,11@eureka_matt.clearwater_master,12.38,168.80,-17.19
11@eureka_matt.clearwater_master,12@eureka_matt.clearwater_master,15.48,119.05,-22.98
12@eureka_matt.clearwater_master,13@eureka_matt.clearwater_master,16.06,184.20,-2.57
13@eureka_matt.clearwater_master,14@eureka_matt.clearwater_master,17.09,229.96,-2.46
14@eureka_matt.clearwater_master,15@eureka_matt.clearwater_master,9.64,209.36,9.87
15@eureka_matt.clearwater_master,16@eureka_matt.clearwater_master,10.63,251.53,6.51
16@eureka_matt.clearwater_master,17@eureka_matt.clearwater_master,8.93,226.62,-14.78
17@eureka_matt.clearwater_master,18@eureka_matt.clearwater_master,9.05,241.99,-16.35
18@eureka_matt.clearwater_master,19@eureka_matt.clearwater_master,7.82,284.31,2.20
19@eureka_matt.clearwater_master,20@eureka_matt.clearwater_master,12.35,24.89,26.59
20@eureka_matt.clearwater_master,21@eureka_matt.clearwater_master,13.99,340.46,30.61
21@eureka_matt.clearwater_master,22@eureka_matt.clearwater_master,3.73,58.23,36.58
22@eureka_matt.clearwater_master,23@eureka_matt.clearwater_master,11.26,12.45,4.01
23@eureka_matt.clearwater_master,24@eureka_matt.clearwater_master,12.40,65.77,14.47
24@eureka_matt.clearwater_master,25@eureka_matt.clearwater_master,10.46,13.39,1.70
25@eureka_matt.clearwater_master,26@eureka_matt.clearwater_master,6.28,358.22,9.33
26@eureka_matt.clearwater_master,27@eureka_matt.clearwater_master,9.48,359.22,-12.03
27@eureka_matt.clearwater_master,28@eureka_matt.clearwater_master,3.87,356.36,16.38
27@eureka_matt.clearwater_master,221@eureka_matt.clearwater_master,5.06,274.25,38.43
221@eureka_matt.clearwater_master,222@eureka_matt.clearwater_master,9.64,225.96,-17.42
222@eureka_matt.clearwater_master,223@eureka_matt.clearwater_master,5.86,229.97,-19.78
223@eureka_matt.clearwater_master,224@eureka_matt.clearwater_master,3.53,284.33,-32.13
224@eureka_matt.clearwater_master,225@eureka_matt.clearwater_master,21.40,335.29,-40.09
225@eureka_matt.clearwater_master,226@eureka_matt.clearwater_master,4.17,218.18,-7.37
223@eureka_matt.clearwater_master,331@eureka_matt.clearwater_master,6.72,222.11,9.38
331@eureka_matt.clearwater_master,332@eureka_matt.clearwater_master,4.17,196.42,-13.61
332@eureka_matt.clearwater_master,333@eureka_matt.clearwater_master,2.89,160.82,-19.17
0@eureka_matt.clearwater_master,441@eureka_matt.clearwater_master,3.79,17.23,5.73
441@eureka_matt.clearwater_master,442@eureka_matt.clearwater_master,5.27,33.16,0.73
442@eureka_matt.clearwater_master,443@eureka_matt.clearwater_master,4.53,335.09,-6.30
443@eureka_matt.clearwater_master,444@eureka_matt.clearwater_master,3.01,291.16,-12.98
444@eureka_matt.clearwater_master,445@eureka_matt.clearwater_master,2.58,347.33,-18.78
445@eureka_matt.clearwater_master,446@eureka_matt.clearwater_master,3.11,332.08,30.13
446@eureka_matt.clearwater_master,447@eureka_matt.clearwater_master,4.18,268.47,-7.42
447@eureka_matt.clearwater_master,448@eureka_matt.clearwater_master,3.69,314.07,20.34
448@eureka_matt.clearwater_master,449@eureka_matt.clearwater_master,7.86,285.59,-6.43
449@eureka_matt.clearwater_master,4410@eureka_matt.clearwater_master,8.76,302.86,-7.89
4410@eureka_matt.clearwater_master,4411@eureka_matt.clearwater_master,19.41,0.50,1.17
4411@eureka_matt.clearwater_master,4412@eureka_matt.clearwater_master,7.85,348.91,3.22
4412@eureka_matt.clearwater_master,4413@eureka_matt.clearwater_master,6.45,250.94,4.18
4413@eureka_matt.clearwater_master,4414@eureka_matt.clearwater_master,2.64,350.67,-38.94
21@eureka_matt.clearwater_master,552@eureka_matt.clearwater_master,5.70,253.10,-34.70
552@eureka_matt.clearwater_master,21@eureka_matt.clearwater_master,5.68,72.70,34.60
552@eureka_matt.clearwater_master,553@eureka_matt.clearwater_master,7.48,343.90,7.40
553@eureka_matt.clearwater_master,554@eureka_matt.clearwater_master,9.27,184.80,-29.10
554@eureka_matt.clearwater_master,555@eureka_matt.clearwater_master,9.58,180.30,-46.90
553@eureka_matt.clearwater_master,556@eureka_matt.clearwater_master,7.96,358.70,-36.60
556@eureka_matt.clearwater_master,557@eureka_matt.clearwater_master,10.66,290.50,-36.10
557@eureka_matt.clearwater_master,558@eureka_matt.clearwater_master,5.77,293.20,12.60
558@eureka_matt.clearwater_master,559@eureka_matt.clearwater_master,5.92,348.30,-18.40
559@eureka_matt.clearwater_master,5510@eureka_matt.clearwater_master,5.10,280.90,0.40
5510@eureka_matt.clearwater_master,5511@eureka_matt.clearwater_master,9.89,197.60,-11.90
5511@eureka_matt.clearwater_master,5512@eureka_matt.clearwater_master,11.74,221.20,5.00
5512@eureka_matt.clearwater_master,5513@eureka_matt.clearwater_master,17.03,243.20,9.80
5513@eureka_matt.clearwater_master,5514@eureka_matt.clearwater_master,11.57,189.40,-15.40
5514@eureka_matt.clearwater_master,5515@eureka_matt.clearwater_master,10.02,260.70,-19.40
5515@eureka_matt.clearwater_master,5516@eureka_matt.clearwater_master,11.11,154.00,-31.10
5515@eureka_matt.clearwater_master,5517@eureka_matt.clearwater_master,14.62,255.70,14.90
5517@eureka_matt.clearwater_master,5518@eureka_matt.clearwater_master,16.89,39.70,4.20
5511@eureka_matt.clearwater_master,5519@eureka_matt.clearwater_master,12.77,155.70,0.10
5519@eureka_matt.clearwater_master,5520@eureka_matt.clearwater_master,3.70,175.80,-13.80
5520@eureka_matt.clearwater_master,5521@eureka_matt.clearwater_master,3.97,133.60,-8.00
5521@eureka_matt.clearwater_master,5522@eureka_matt.clearwater_master,9.03,206.00,0.70
5523@eureka_matt.clearwater_master,5522@eureka_matt.clearwater_master,14.57,155.10,-49.60
5523@eureka_matt.clearwater_master,5524@eureka_matt.clearwater_master,5.91,261.10,19.60
5524@eureka_matt.clearwater_master,5525@eureka_matt.clearwater_master,4.81,282.10,-10.10
5525@eureka_matt.clearwater_master,5526@eureka_matt.clearwater_master,4.77,346.80,14.90
5526@eureka_matt.clearwater_master,5527@eureka_matt.clearwater_master,6.23,262.30,-10.40
5523@eureka_matt.clearwater_master,5528@eureka_matt.clearwater_master,17.98,56.00,13.70
5528@eureka_matt.clearwater_master,556@eureka_matt.clearwater_master,8.11,56.30,-17.10
556@eureka_matt.clearwater_master,5530@eureka_matt.clearwater_master,1.87,32.80,-36.40
5530@eureka_matt.clearwater_master,5531@eureka_matt.clearwater_master,16.17,267.10,13.90
559@eureka_matt.clearwater_master,5532@eureka_matt.clearwater_master,11.76,351.00,-3.70
5532@eureka_matt.clearwater_master,5533@eureka_matt.clearwater_master,5.74,327.50,2.40
5532@eureka_matt.clearwater_master,5533@eureka_matt.clearwater_master,5.74,327.60,2.30
5533@eureka_matt.clearwater_master,5534@eureka_matt.clearwater_master,6.78,343.00,-5.50
5534@eureka_matt.clearwater_master,5535@eureka_matt.clearwater_master,5.50,12.30,2.50
5535@eureka_matt.clearwater_master,5536@eureka_matt.clearwater_master,5.89,225.90,-6.80
1@eureka_matt.clearwater_master,662@eureka_matt.clearwater_master,1.23,272.80,8.50
662@eureka_matt.clearwater_master,663@eureka_matt.clearwater_master,10.25,270.50,0.00
663@eureka_matt.clearwater_master,662@eureka_matt.clearwater_master,10.22,90.30,-0.40
663@eureka_matt.clearwater_master,664@eureka_matt.clearwater_master,23.91,30.30,39.00
7751@eureka_matt.clearwater_master,5527@eureka_matt.clearwater_master,7.51,224.20,-34.80
7751@eureka_matt.clearwater_master,7752@eureka_matt.clearwater_master,2.68,53.00,9.80
7752@eureka_matt.clearwater_master,7753@eureka_matt.clearwater_master,2.48,340.80,55.80
7753@eureka_matt.clearwater_master,7754@eureka_matt.clearwater_master,9.56,66.80,23.10
7754@eureka_matt.clearwater_master,7755@eureka_matt.clearwater_master,10.27,213.00,3.00
7755@eureka_matt.clearwater_master,7756@eureka_matt.clearwater_master,3.42,268.90,4.20
7756@eureka_matt.clearwater_master,7757@eureka_matt.clearwater_master,6.36,216.10,-20.30
7754@eureka_matt.clearwater_master,7758@eureka_matt.clearwater_master,5.49,55.70,8.50
7758@eureka_matt.clearwater_master,7759@eureka_matt.clearwater_master,9.24,4.40,2.80
7759@eureka_matt.clearwater_master,7760@eureka_matt.clearwater_master,7.27,351.60,-11.10
7760@eureka_matt.clearwater_master,7761@eureka_matt.clearwater_master,6.85,18.90,-9.00
7761@eureka_matt.clearwater_master,7762@eureka_matt.clearwater_master,3.17,36.10,-33.90
7762@eureka_matt.clearwater_master,7763@eureka_matt.clearwater_master,4.91,18.50,-2.50
7763@eureka_matt.clearwater_master,7764@eureka_matt.clearwater_master,13.11,333.40,-38.70
7764@eureka_matt.clearwater_master,7765@eureka_matt.clearwater_master,3.77,134.10,-2.70
7765@eureka_matt.clearwater_master,7766@eureka_matt.clearwater_master,12.62,79.80,-39.40
7766@eureka_matt.clearwater_master,3@eureka_matt.clearwater_master,4.10,103.40,-9.80
7763@eureka_matt.clearwater_master,7768@eureka_matt.clearwater_master,8.96,149.50,14.70
7768@eureka_matt.clearwater_master,7769@eureka_matt.clearwater_master,4.56,178.60,20.00
7769@eureka_matt.clearwater_master,7761@eureka_matt.clearwater_master,9.33,303.00,-11.10
7761@eureka_matt.clearwater_master,7770@eureka_matt.clearwater_master,12.08,231.60,-5.60
7770@eureka_matt.clearwater_master,7771@eureka_matt.clearwater_master,12.96,245.70,-1.90
7771@eureka_matt.clearwater_master,7772@eureka_matt.clearwater_master,7.00,271.30,-21.80
7772@eureka_matt.clearwater_master,7773@eureka_matt.clearwater_master,3.89,262.60,7.10
7772@eureka_matt.clearwater_master,7774@eureka_matt.clearwater_master,1.47,313.10,-14.90
7774@eureka_matt.clearwater_master,7775@eureka_matt.clearwater_master,9.10,64.20,-1.30
7771@eureka_matt.clearwater_master,7776@eureka_matt.clearwater_master,7.32,168.60,-4.40
7776@eureka_matt.clearwater_master,7777@eureka_matt.clearwater_master,8.29,269.10,-6.40
7776@eureka_matt.clearwater_master,7778@eureka_matt.clearwater_master,10.36,150.10,-2.90
7778@eureka_matt.clearwater_master,7752@eureka_matt.clearwater_master,2.46,156.50,-48.10
8@eureka_matt.clearwater_master,992@eureka_matt.clearwater_master,14.61,33.30,4.00
992@eureka_matt.clearwater_master,991@eureka_matt.clearwater_master,14.65,213.70,-4.00
992@eureka_matt.clearwater_master,993@eureka_matt.clearwater_master,21.23,25.80,-2.80
993@eureka_matt.clearwater_master,994@eureka_matt.clearwater_master,16.66,14.20,18.30
995@eureka_matt.clearwater_master,994@eureka_matt.clearwater_master,9.98,216.20,-40.50
995@eureka_matt.clearwater_master,996@eureka_matt.clearwater_master,14.08,60.20,22.10
997@eureka_matt.clearwater_master,996@eureka_matt.clearwater_master,10.03,210.80,-27.10
994@eureka_matt.clearwater_master,998@eureka_matt.clearwater_master,11.89,247.70,-6.70
998@eureka_matt.clearwater_master,999@eureka_matt.clearwater_master,12.29,283.80,-0.80
993@eureka_matt.clearwater_master,9910@eureka_matt.clearwater_master,13.88,129.50,-14.50
9910@eureka_matt.clearwater_master,9911@eureka_matt.clearwater_master,15.79,103.60,-46.30
9911@eureka_matt.clearwater_master,9912@eureka_matt.clearwater_master,16.21,36.90,-7.80
9912@eureka_matt.clearwater_master,9913@eureka_matt.clearwater_master,16.52,355.10,-2.30
9913@eureka_matt.clearwater_master,9914@eureka_matt.clearwater_master,27.26,266.90,-1.10
9913@eureka_matt.clearwater_master,9915@eureka_matt.clearwater_master,6.20,152.40,-13.60
9912@eureka_matt.clearwater_master,9916@eureka_matt.clearwater_master,16.65,70.30,17.30
9916@eureka_matt.clearwater_master,9917@eureka_matt.clearwater_master,13.49,120.80,29.20
9917@eureka_matt.clearwater_master,9918@eureka_matt.clearwater_master,27.46,350.80,27.90
9918@eureka_matt.clearwater_master,9919@eureka_matt.clearwater_master,14.92,6.50,12.70
9919@eureka_matt.clearwater_master,9920@eureka_matt.clearwater_master,25.25,258.30,25.90
9919@eureka_matt.clearwater_master,9921@eureka_matt.clearwater_master,16.00,263.00,15.40
9921@eureka_matt.clearwater_master,9922@eureka_matt.clearwater_master,11.78,184.30,-28.90
9922@eureka_matt.clearwater_master,9923@eureka_matt.clearwater_master,4.51,199.30,-50.00
9920@eureka_matt.clearwater_master,997@eureka_matt.clearwater_master,7.32,275.70,-1.40
9917@eureka_matt.clearwater_master,9924@eureka_matt.clearwater_master,22.14,115.30,28.30
9924@eureka_matt.clearwater_master,9925@eureka_matt.clearwater_master,19.42,47.30,36.20
9925@eureka_matt.clearwater_master,9926@eureka_matt.clearwater_master,6.05,90.00,11.70
9926@eureka_matt.clearwater_master,9927@eureka_matt.clearwater_master,8.17,48.20,14.90
9927@eureka_matt.clearwater_master,9928@eureka_matt.clearwater_master,17.30,43.80,4.80
9928@eureka_matt.clearwater_master,9929@eureka_matt.clearwater_master,7.13,36.40,7.00
9930@eureka_matt.clearwater_master,9931@eureka_matt.clearwater_master,14.84,192.10,-38.60
9931@eureka_matt.clearwater_master,9926@eureka_matt.clearwater_master,26.95,267.00,-5.10
9924@eureka_matt.clearwater_master,9932@eureka_matt.clearwater_master,22.13,191.80,-25.50
9932@eureka_matt.clearwater_master,9933@eureka_matt.clearwater_master,30.59,245.10,-24.20
9933@eureka_matt.clearwater_master,9934@eureka_matt.clearwater_master,17.21,250.80,-1.70
9934@eureka_matt.clearwater_master,9935@eureka_matt.clearwater_master,9.41,222.60,18.50
9935@eureka_matt.clearwater_master,9936@eureka_matt.clearwater_master,14.46,221.90,-6.10
9936@eureka_matt.clearwater_master,13@eureka_matt.clearwater_master,8.27,168.50,-1.40
101@eureka_matt.clearwater_master,102@eureka_matt.clearwater_master,2.85,231.00,-21.70
102@eureka_matt.clearwater_master,101@eureka_matt.clearwater_master,2.83,51.30,21.80
102@eureka_matt.clearwater_master,103@eureka_matt.clearwater_master,3.40,81.00,-65.70
103@eureka_matt.clearwater_master,104@eureka_matt.clearwater_master,1.04,329.20,35.60
104@eureka_matt.clearwater_master,105@eureka_matt.clearwater_master,9.99,170.80,-49.30
105@eureka_matt.clearwater_master,106@eureka_matt.clearwater_master,3.58,126.70,-50.50
106@eureka_matt.clearwater_master,107@eureka_matt.clearwater_master,3.94,196.10,-8.40
107@eureka_matt.clearwater_master,108@eureka_matt.clearwater_master,8.07,205.90,-0.00
105@eureka_matt.clearwater_master,109@eureka_matt.clearwater_master,5.97,333.60,25.30
109@eureka_matt.clearwater_master,1010@eureka_matt.clearwater_master,9.91,322.60,46.00
1011@eureka_matt.clearwater_master,102@eureka_matt.clearwater_master,3.90,130.10,-30.20
1011@eureka_matt.clearwater_master,1012@eureka_matt.clearwater_master,3.99,248.40,6.10
1012@eureka_matt.clearwater_master,1013@eureka_matt.clearwater_master,7.16,256.90,35.40
101@eureka_matt.clearwater_master,1014@eureka_matt.clearwater_master,5.40,31.80,25.30
1014@eureka_matt.clearwater_master,1015@eureka_matt.clearwater_master,6.85,329.80,79.80
1016@eureka_matt.clearwater_master,1015@eureka_matt.clearwater_master,4.67,114.80,-53.40
1016@eureka_matt.clearwater_master,5516@eureka_matt.clearwater_master,5.19,51.30,37.50
5517@eureka_matt.clearwater_master,112@eureka_matt.clearwater_master,2.95,200.40,26.20
112@eureka_matt.clearwater_master,113@eureka_matt.clearwater_master,3.65,299.20,13.90
113@eureka_matt.clearwater_master,114@eureka_matt.clearwater_master,2.09,246.30,-0.90
114@eureka_matt.clearwater_master,115@eureka_matt.clearwater_master,2.48,224.50,1.30
115@eureka_matt.clearwater_master,116@eureka_matt.clearwater_master,3.26,337.40,-6.60
116@eureka_matt.clearwater_master,117@eureka_matt.clearwater_master,5.96,259.50,0.40
117@eureka_matt.clearwater_master,118@eureka_matt.clearwater_master,2.33,254.70,0.30
118@eureka_matt.clearwater_master,119@eureka_matt.clearwater_master,2.34,215.10,22.10
71@clearwater_stream_to_sump_1.clearwater_master,73@clearwater_stream_to_sump_1.clearwater_master,30.49,78.60,-28.18
73@clearwater_stream_to_sump_1.clearwater_master,71@clearwater_stream_to_sump_1.clearwater_master,30.52,258.36,28.32
73@clearwater_stream_to_sump_1.clearwater_master,74@clearwater_stream_to_sump_1.clearwater_master,27.90,44.59,7.80
74@clearwater_stream_to_sump_1.clearwater_master,-,10.34,26.52,-12.82
74@clearwater_stream_to_sump_1.clearwater_master,-,10.51,26.36,8.07
73@clearwater_stream_to_sump_1.clearwater_master,75@clearwater_stream_to_sump_1.clearwater_master,25.30,310.73,-3.11
75@clearwater_stream_to_sump_1.clearwater_master,76@clearwater_stream_to_sump_1.clearwater_master,22.87,350.95,2.02
76@clearwater_stream_to_sump_1.clearwater_master,77@clearwater_stream_to_sump_1.clearwater_master,19.02,333.45,-7.42
77@clearwater_stream_to_sump_1.clearwater_master,-,0.52,113.11,-74.16
77@clearwater_stream_to_sump_1.clearwater_master,-,5.08,24.81,65.22
77@clearwater_stream_to_sump_1.clearwater_master,78@clearwater_stream_to_sump_1.clearwater_master,29.41,357.73,1.36
78@clearwater_stream_to_sump_1.clearwater_master,79@clearwater_stream_to_sump_1.clearwater_master,17.64,46.42,12.52
79@clearwater_stream_to_sump_1.clearwater_master,80@clearwater_stream_to_sump_1.clearwater_master,23.31,50.73,3.06
80@clearwater_stream_to_sump_1.clearwater_master,81@clearwater_stream_to_sump_1.clearwater_master,11.97,76.77,-4.86
81@clearwater_stream_to_sump_1.clearwater_master,82@clearwater_stream_to_sump_1.clearwater_master,15.70,129.58,5.56
82@clearwater_stream_to_sump_1.clearwater_master,83@clearwater_stream_to_sump_1.clearwater_master,12.80,44.74,28.76
83@clearwater_stream_to_sump_1.clearwater_master,84@clearwater_stream_to_sump_1.clearwater_master,6.82,24.92,5.14
84@clearwater_stream_to_sump_1.clearwater_master,85@clearwater_stream_to_sump_1.clearwater_master,16.40,55.76,-8.68
85@clearwater_stream_to_sump_1.clearwater_master,-,19.06,345.87,-8.76
85@clearwater_stream_to_sump_1.clearwater_master,-,16.50,343.03,-5.32
85@clearwater_stream_to_sump_1.clearwater_master,-,10.58,340.52,14.84
85@clearwater_stream_to_sump_1.clearwater_master,86@clearwater_stream_to_sump_1.clearwater_master,6.84,116.20,0.16
86@clearwater_stream_to_sump_1.clearwater_master,87@clearwater_stream_to_sump_1.clearwater_master,13.26,182.90,-21.63
87@clearwater_stream_to_sump_1.clearwater_master,88@clearwater_stream_to_sump_1.clearwater_master,11.99,100.84,-49.84
88@clearwater_stream_to_sump_1.clearwater_master,-,20.19,98.43,13.16
88@clearwater_stream_to_sump_1.clearwater_master,-,29.44,75.74,21.10
88@clearwater_stream_to_sump_1.clearwater_master,-,31.85,63.18,10.93
88@clearwater_stream_to_sump_1.clearwater_master,-,35.56,60.80,18.84
88@clearwater_stream_to_sump_1.clearwater_master,89@clearwater_stream_to_sump_1.clearwater_master,10.12,86.48,-44.16
89@clearwater_stream_to_sump_1.clearwater_master,90@clearwater_stream_to_sump_1.clearwater_master,10.69,72.41,-39.66
90@clearwater_stream_to_sump_1.clearwater_master,-,14.88,94.95,-5.88
90@clearwater_stream_to_sump_1.clearwater_master,-,15.92,92.70,5.87
90@clearwater_stream_to_sump_1.clearwater_master,-,23.11,47.09,-5.48
90@clearwater_stream_to_sump_1.clearwater_master,-,24.28,51.92,3.84
90@clearwater_stream_to_sump_1.clearwater_master,91@clearwater_stream_to_sump_1.clearwater_master,13.08,187.04,-1.67
91@clearwater_stream_to_sump_1.clearwater_master,92@clearwater_stream_to_sump_1.clearwater_master,13.54,202.87,-5.92
92@clearwater_stream_to_sump_1.clearwater_master,93@clearwater_stream_to_sump_1.clearwater_master,8.46,250.40,11.36
93@clearwater_stream_to_sump_1.clearwater_master,94@clearwater_stream_to_sump_1.clearwater_master,7.53,253.42,3.18
94@clearwater_stream_to_sump_1.clearwater_master,95@clearwater_stream_to_sump_1.clearwater_master,39.79,275.33,-0.90
95@clearwater_stream_to_sump_1.clearwater_master,-,7.86,328.96,-14.66
95@clearwater_stream_to_sump_1.clearwater_master,-,5.70,322.15,24.42
95@clearwater_stream_to_sump_1.clearwater_master,96@clearwater_stream_to_sump_1.clearwater_master,38.42,216.87,4.39
96@clearwater_stream_to_sump_1.clearwater_master,97@clearwater_stream_to_sump_1.clearwater_master,37.43,183.09,13.76
97@clearwater_stream_to_sump_1.clearwater_master,98@clearwater_stream_to_sump_1.clearwater_master,10.55,186.76,36.21
90@clearwater_stream_to_sump_1.clearwater_master,110@clearwater_stream_to_sump_1.clearwater_master,27.22,13.93,-2.44
110@clearwater_stream_to_sump_1.clearwater_master,-,19.14,146.69,-0.64
110@clearwater_stream_to_sump_1.clearwater_master,-,18.32,143.66,8.77
110@clearwater_stream_to_sump_1.clearwater_master,-,13.17,114.02,-5.26
110@clearwater_stream_to_sump_1.clearwater_master,-,16.70,112.33,10.36
110@clearwater_stream_to_sump_1.clearwater_master,-,21.00,165.22,44.75
110@clearwater_stream_to_sump_1.clearwater_master,-,32.44,167.36,55.65
110@clearwater_stream_to_sump_1.clearwater_master,-,21.23,109.14,56.60
110@clearwater_stream_to_sump_1.clearwater_master,-,30.85,107.14,65.73
110@clearwater_stream_to_sump_1.clearwater_master,-,24.06,61.52,-3.81
110@clearwater_stream_to_sump_1.clearwater_master,-,28.29,65.36,5.58
